278	382	35	1	2026-02-10 12:23:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-10 19:46:07.61	\N	no_generada
160	307	26	1	2026-02-03 16:18:00	\N	excellent	\N	Asignación automática junto con celular/tablet	\N	firmada	2026-02-18 19:45:32.91	\N	no_generada
172	223	26	1	2026-02-03 16:45:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-18 19:45:32.91	\N	no_generada
158	309	26	1	2026-02-03 16:18:00	\N	excellent	\N	El celular es nuevo y se entrega con sus accesorios completos: cargador, estuche y mica, todo totalmente nuevo y original	\N	firmada	2026-02-18 19:45:32.91	\N	no_generada
271	265	34	1	2026-02-06 22:20:57.732	\N	good	\N	Transferencia de dueño	\N	firmada	2026-02-18 19:52:29.285	\N	no_generada
268	266	34	1	2026-02-06 22:20:57.732	\N	good	\N	Transferencia de dueño	\N	firmada	2026-02-18 19:52:29.285	\N	no_generada
313	107	39	1	2026-02-10 15:55:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-11 13:48:14.057	\N	no_generada
319	421	39	1	2026-02-10 15:56:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	firmada	2026-02-11 13:48:14.057	\N	no_generada
315	406	39	1	2026-02-10 15:55:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-11 13:48:14.057	\N	no_generada
323	408	40	1	2026-02-10 16:28:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-11 13:48:36.017	\N	no_generada
519	576	29	1	2026-02-23 15:59:00	\N	good	\N		\N	acta_generada	\N	\N	no_generada
294	29	37	1	2026-02-10 13:54:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-11 13:51:50.225	\N	no_generada
173	23	26	1	2026-02-03 16:45:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-18 19:45:32.91	\N	no_generada
200	329	22	1	2026-02-05 14:59:00	\N	good	\N	Asignación automática junto con celular/tablet	\N	firmada	2026-02-19 21:22:25.481	\N	no_generada
196	327	22	1	2026-02-04 18:00:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-19 21:22:25.481	\N	no_generada
298	174	37	1	2026-02-10 13:54:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-11 13:51:50.225	\N	no_generada
297	397	37	1	2026-02-10 13:54:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-11 13:51:50.225	\N	no_generada
197	35	22	1	2026-02-04 18:00:00	\N	good	\N	Asignación automática junto con laptop	\N	firmada	2026-02-19 21:22:25.481	\N	no_generada
520	578	29	1	2026-02-23 15:59:00	\N	good	\N	Asignación automática junto con laptop	\N	acta_generada	\N	\N	no_generada
